Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
22,22,109581;113419,BRA,M,JOUTI Eric/TSUBOI Gustavo,630,630,49,0,2020
23,23,103126;104314,IND,M,ACHANTA Sharath Kamal/GNANASEKARAN Sathiyan,620,620,49,0,2020
24,24,104379;112074,SWE,M,FALCK Mattias/KARLSSON Kristian,590,590,49,0,2020
24,24,100621;106296,POR,M,APOLONIA Tiago/MONTEIRO Joao,590,590,49,0,2020
26,26,104359;107445,MIX,M,KARAKASEVIC Aleksandar/PISTEJ Lubomir,580,580,49,0,2020
27,27,112580;117113,JPN,M,MORIZONO Masataka/YOSHIMURA Maharu,570,570,49,0,2020
28,28,114936;123971,KOR,M,JANG Woojin/CHO Daeseong,545,545,49,0,2020
29,29,110267;119588,CHN,M,XU Xin/LIANG Jingkun,440,440,49,0,2020
29,29,105649;110267,CHN,M,MA Long/XU Xin,440,440,49,0,2020
31,31,102380;112442,ENG,M,DRINKHALL Paul/PITCHFORD Liam,420,420,49,0,2020
32,32,101514;115396,POR,M,CARVALHO Diogo/GERALDO Joao,415,415,49,0,2020
33,33,100001;103126,IND,M,ANTHONY Amalraj/GNANASEKARAN Sathiyan,400,400,49,0,2020
34,34,115546;123690,HKG,M,LAM Siu Hang/HO Kwan Kit,370,370,49,0,2020
35,35,111959;116723,EGY,M,ABDEL-AZIZ Youssef/ASSAR Khalid,360,360,49,0,2020
36,36,114460;117797,AUS,M,HU Heming/YAN Xin ^,330,330,49,0,2020
36,36,105197;123971,KOR,M,LEE Sangsu/CHO Daeseong,330,330,49,0,2020
36,36,102832;116620,GER,M,FRANZISKA Patrick/DUDA Benedikt,330,330,49,0,2020
36,36,113243;116798,CZE,M,SIRUCEK Pavel/POLANSKY Tomas,330,330,49,0,2020
40,40,111286;111287,AUS,M,POWELL David/TOWNSEND Kane,320,320,49,0,2020
41,41,100439;102486,EGY,M,EL-BEIALI Mohamed/SALEH Ahmed,300,300,49,0,2020
41,41,122777;123962,JPN,M,UDA Yukiya/YOSHIMURA Kazuhiro,300,300,49,0,2020
43,43,116853;122044,SWE,M,KALLBERG Anton/MOREGARD Truls,295,295,49,0,2020
43,43,110726;113317,MIX,M,DEVOS Robin/OLAH Benedek,295,295,49,0,2020
45,45,111512;115000,PUR,M,AFANADOR Brian/GONZALEZ Daniel,285,285,49,0,2020
46,46,114838;120154,POL,M,BADOWSKI Marek/ZATOWKA Patryk,280,280,49,0,2020
46,46,113392;115559,KOR,M,BAEK Kwangil/PARK Chan-Hyeok,280,280,49,0,2020
46,46,104115;107324,SRB,M,JEVTOVIC Marko/PETO Zsolt,280,280,49,0,2020
49,49,113395;120318,SGP,M,CHEW Zhe Yu Clarence/POH Shao Feng Ethan,275,275,49,0,2020
50,50,115866;120947,THA,M,TANVIRIYAVECHAKUL Padasak/WISUTMAYTHANGKOON Supanut,260,260,49,0,2020
51,51,131148;132137,CHN,M,XU Yingbin/CAO Wei,250,250,49,0,2020
51,51,123077;132880,PRK,M,RI Kwang Myong/HAM Yu Song,250,250,49,0,2020
53,53,113376;115118,KSA,M,ALKHADRAWI Ali/BU SHULAYBI Abdulaziz,245,245,49,0,2020
53,53,102761;106050,GER,M,FILUS Ruwen/MENGEL Steffen,245,245,49,0,2020
55,55,111683;116424,CHI,M,GOMEZ Gustavo/LAMADRID Juan,240,240,49,0,2020
56,56,102380;114718,ENG,M,DRINKHALL Paul/WALKER Samuel,230,230,49,0,2020
56,56,131912;133850,SGP,M,PANG Yew En Koen/CHUA Josh Shao Han,230,230,49,0,2020
58,58,115011;122804,CHN,M,ZHENG Peifeng/XIA Yizheng,225,225,49,0,2020
58,58,110729;123980,JPN,M,NIWA Koki/HARIMOTO Tomokazu,225,225,49,0,2020
60,60,115910;121404,CHN,M,FAN Zhendong/LIN Gaoyuan,220,220,49,0,2020
60,60,106814;112436,MIX,M,NUYTINCK Cedric/ROBINOT Quentin,220,220,49,0,2020
60,60,107445;112580,MIX,M,PISTEJ Lubomir/MORIZONO Masataka,220,220,49,0,2020
60,60,104314;111641,IND,M,ACHANTA Sharath Kamal/DESAI Harmeet,220,220,49,0,2020
64,64,107456;114973,BLR,M,KHANIN Aliaksandr/PLATONOV Pavel,215,215,49,0,2020
65,65,106298;117312,BRA,M,MONTEIRO Thiago/ISHIY Vitor,210,210,49,0,2020
66,66,121592;133893,CHN,M,ZHAO Zhaoyan/XU Haidong,205,205,49,0,2020
66,66,113681;115866,MIX,M,DIAW Ibrahima/TANVIRIYAVECHAKUL Padasak,205,205,49,0,2020
66,66,108742;124576,RUS,M,SKACHKOV Kirill/SIDORENKO Vladimir,205,205,49,0,2020
69,69,104379;107312,SWE,M,KARLSSON Kristian/PERSSON Jon,200,200,49,0,2020
70,70,116612;117003,FRA,M,AKKUZU Can/CASSIN Alexandre,197,197,49,0,2020
71,71,105679;118009,MEX,M,MADRID Marcos/VILLA Ricardo,195,195,49,0,2020
71,71,106298;113419,BRA,M,MONTEIRO Thiago/JOUTI Eric,195,195,49,0,2020
73,73,122095;123300,FRA,M,REMBERT Bastien/ROLLAND Jules,190,190,49,0,2020
73,73,115029;118671,DEN,M,LIND Anders/RASMUSSEN Tobias,190,190,49,0,2020
75,75,113419;117312,BRA,M,ISHIY Vitor/JOUTI Eric,185,185,49,0,2020
76,76,107028;109946,GER,M,OVTCHAROV Dimitrij/WALTHER Ricardo,180,180,49,0,2020
76,76,109581;117312,BRA,M,TSUBOI Gustavo/ISHIY Vitor,180,180,49,0,2020
76,76,134316;134442,JPN,M,SONE Kakeru/SHINOZUKA Hiroto,180,180,49,0,2020
76,76,110726;120674,FIN,M,OLAH Benedek/NAUMI Alex,180,180,49,0,2020
80,80,121031;131671,POL,M,KULCZYCKI Samuel/KUBIK Maciej,177,177,49,0,2020
81,81,102761;109946,GER,M,FILUS Ruwen/WALTHER Ricardo,165,165,49,0,2020
81,81,102832;112409,MIX,M,FRANZISKA Patrick/GROTH Jonathan,165,165,49,0,2020
81,81,109499;112092,NGR,M,ARUNA Quadri/TORIOLA Segun,165,165,49,0,2020
81,81,101039;133613,PYF,M,BELROSE Alize/CARNET Bydhir,165,165,49,0,2020
81,81,117113;133694,JPN,M,YOSHIMURA Maharu/TOGAMI Shunsuke,165,165,49,0,2020
81,81,117027;120698,NZL,M,DELA PENA Alfred/SHU Dean,165,165,49,0,2020
81,81,113472;117950,CIV,M,ALI Kanate/OBA Oba Kizito,165,165,49,0,2020
81,81,117887;134380,CHN,M,ZHU Linfeng/ZHAO Zihao,165,165,49,0,2020
81,81,109002;111216,ITA,M,STOYANOV Niagol/MUTTI Leonardo,165,165,49,0,2020
90,90,106151;120896,ECU,M,MINO Alberto/RIOFRIO Emiliano,162,162,49,0,2020
91,91,112409;112442,MIX,M,GROTH Jonathan/PITCHFORD Liam,160,160,49,0,2020
91,91,112620;115546,HKG,M,WONG Chun Ting/LAM Siu Hang,160,160,49,0,2020
91,91,109140;121042,ROU,M,PLETEA Cristian/SZOCS Hunor,160,160,49,0,2020
91,91,124005;132238,PRK,M,AN Ji Song/RO Hyon Song,160,160,49,0,2020
91,91,109499;113563,NGR,M,OMOTAYO Olajide/TORIOLA Segun,160,160,49,0,2020
91,91,120224;121042,ROU,M,PLETEA Cristian/SIPOS Rares,160,160,49,0,2020
97,97,110888;114410,SWE,M,ARVIDSSON Simon/RANEFUR Elias,157,157,49,0,2020
98,98,101192;109002,ITA,M,BOBOCICA Mihai/STOYANOV Niagol,150,150,49,0,2020
98,98,107312;122044,SWE,M,MOREGARD Truls/PERSSON Jon,150,150,49,0,2020
98,98,113914;120300,AUT,M,CHEN Alexander/SERDAROGLU David,150,150,49,0,2020
101,101,100001;111641,IND,M,ANTHONY Amalraj/DESAI Harmeet,145,145,49,0,2020
101,101,111512;131446,PUR,M,GONZALEZ Daniel/NARANJO Angel,145,145,49,0,2020
103,103,113329;117862,MIX,M,LAKATOS Tamas/GLOD Eric,140,140,49,0,2020
103,103,102832;109946,GER,M,FRANZISKA Patrick/WALTHER Ricardo,140,140,49,0,2020
103,103,110730;112580,JPN,M,UEDA Jin/MORIZONO Masataka,140,140,49,0,2020
103,103,114355;116612,FRA,M,FLORE Tristan/AKKUZU Can,140,140,49,0,2020
103,103,104036;113243,CZE,M,JANCARIK Lubomir/SIRUCEK Pavel,140,140,49,0,2020
103,103,104257;114936,KOR,M,JANG Woojin/JEOUNG Youngsik,140,140,49,0,2020
103,103,102832;107028,GER,M,FRANZISKA Patrick/OVTCHAROV Dimitrij,140,140,49,0,2020
103,103,118761;121404,CHN,M,FAN Zhendong/ZHOU Yu,140,140,49,0,2020
103,103,112580;123980,JPN,M,HARIMOTO Tomokazu/MORIZONO Masataka,140,140,49,0,2020
112,112,119603;121492,TPE,M,HUANG Chien-Tu/WANG Tai-Wei,135,135,49,0,2020
112,112,112950;112952,BUL,M,ALEXANDROV Teodor/KODJABASHEV Denislav,135,135,49,0,2020
114,114,111115;111730,PAR,M,AGUIRRE Marcelo/GAVILAN Axel,130,130,49,0,2020
115,115,100079;113563,NGR,M,ABIODUN Bode/OMOTAYO Olajide,125,125,49,0,2020
116,116,119794;123980,JPN,M,HARIMOTO Tomokazu/KIZUKURI Yuto,120,120,49,0,2020
116,116,111641;123682,IND,M,DESAI Harmeet/THAKKAR Manav Vikash,120,120,49,0,2020
116,116,114936;116820,KOR,M,JANG Woojin/PARK Ganghyeon,120,120,49,0,2020
116,116,121492;121582,TPE,M,WANG Tai-Wei/LIN Yun-Ju,120,120,49,0,2020
116,116,121492;122727,TPE,M,WANG Tai-Wei/FENG Yi-Hsin,120,120,49,0,2020
116,116,115545;115546,HKG,M,KWAN Man Ho/LAM Siu Hang,120,120,49,0,2020
116,116,117862;120074,LUX,M,GLOD Eric/MLADENOVIC Luka,120,120,49,0,2020
116,116,107312;116853,SWE,M,KALLBERG Anton/PERSSON Jon,120,120,49,0,2020
124,124,131155;132881,PRK,M,KIM ^^ Ok Chan/RI ^^ Jong Sik,110,110,49,0,2020
124,124,122724;122727,TPE,M,TAI Ming-Wei/FENG Yi-Hsin,110,110,49,0,2020
124,124,107445;112735,SVK,M,PISTEJ Lubomir/WANG Yang,110,110,49,0,2020
124,124,113329;114716,HUN,M,LAKATOS Tamas/ECSEKI Nandor,110,110,49,0,2020
124,124,105136;116612,FRA,M,LEBESSON Emmanuel/AKKUZU Can,110,110,49,0,2020
124,124,119316;132793,ARG,M,CIFUENTES Horacio/LORENZO Santiago,110,110,49,0,2020
124,124,114716;116798,MIX,M,ECSEKI Nandor/POLANSKY Tomas,110,110,49,0,2020
124,124,123682;131879,IND,M,THAKKAR Manav Vikash/SHAH Manush Utpalbhai,110,110,49,0,2020
132,132,108581;108742,RUS,M,SHIBAEV Alexander/SKACHKOV Kirill,105,105,49,0,2020
132,132,104379;116853,SWE,M,KALLBERG Anton/KARLSSON Kristian,105,105,49,0,2020
132,132,132880;132881,PRK,M,HAM Yu Song/RI ^^ Jong Sik,105,105,49,0,2020
132,132,114718;118671,MIX,M,RASMUSSEN Tobias/WALKER Samuel,105,105,49,0,2020
132,132,121015;123935,FIJ,M,WING Philip/WU Vicky,105,105,49,0,2020
132,132,113893;113894,EGY,M,GHALLAB Aly/MAGDY Shady,105,105,49,0,2020
132,132,102789;110924,MRI,M,ARNACHELLUM Allan/CHAN YOOK FO Brian,105,105,49,0,2020
132,132,101879;107025,RSA,M,COGILL Theo/OVERMEYER Shane,105,105,49,0,2020
132,132,116262;117604,CAN,M,HAZIN Jeremy/MEDJUGORAC Marko,105,105,49,0,2020
132,132,119463;122585,USA,M,KUMAR Nikhil/ZHANG Kai,105,105,49,0,2020
132,132,105136;112062,FRA,M,GAUZY Simon/LEBESSON Emmanuel,105,105,49,0,2020
132,132,118851;118927,SLO,M,JORGIC Darko/KOZUL Deni,105,105,49,0,2020
132,132,104036;116798,CZE,M,JANCARIK Lubomir/POLANSKY Tomas,105,105,49,0,2020
145,145,113317;122001,BEL,M,DEVOS Laurens/DEVOS Robin,100,100,49,0,2020
145,145,116213;118072,ESP,M,FRANCO Carlos/VILCHEZ Miguel,100,100,49,0,2020
145,145,110856;110860,COD,M,DINGANGA Chris/NTUMBA NGELEKA Christian,100,100,49,0,2020
145,145,123478;131484,IRI,M,AHMADIAN Amin/HODAEI Amir Hossein,100,100,49,0,2020
145,145,113329;114860,HUN,M,LAKATOS Tamas/MAJOROS Bence,100,100,49,0,2020
145,145,123282;123931,RUS,M,GREBNEV Maksim/KATSMAN Lev,100,100,49,0,2020
151,151,107445;116697,SVK,M,PISTEJ Lubomir/KALUZNY Samuel,90,90,49,0,2020
151,151,100001;123682,IND,M,ANTHONY Amalraj/THAKKAR Manav Vikash,90,90,49,0,2020
151,151,107456;108246,BLR,M,PLATONOV Pavel/SAMSONOV Vladimir,90,90,49,0,2020
151,151,123300;123305,FRA,M,DE NODREST Leo/ROLLAND Jules,90,90,49,0,2020
151,151,123386;123680,IND,M,CHANDRA Jeet/SURAVAJJULA Snehit,90,90,49,0,2020
156,156,114860;118671,MIX,M,MAJOROS Bence/RASMUSSEN Tobias,85,85,49,0,2020
156,156,113931;131671,POL,M,DYJAS Jakub/KUBIK Maciej,85,85,49,0,2020
156,156,113340;136114,JPN,M,TAZOE Kenta/TAZOE Hibiki,85,85,49,0,2020
156,156,120313;120850,JPN,M,SAMBE Kohei/OIKAWA Mizuki,85,85,49,0,2020
156,156,119927;123478,IRI,M,LOTFIJANABADI Miad/AHMADIAN Amin,85,85,49,0,2020
156,156,103202;113931,POL,M,DYJAS Jakub/GORAK Daniel,85,85,49,0,2020
156,156,119794;131375,JPN,M,KIZUKURI Yuto/TANAKA Yuta,85,85,49,0,2020
156,156,111050;120052,ESP,M,ROBLES Alvaro/CABALLERO Carlos,85,85,49,0,2020
164,164,114709;118927,MIX,M,LAMBIET Florent/JORGIC Darko,80,80,49,0,2020
164,164,112735;116697,SVK,M,WANG Yang/KALUZNY Samuel,80,80,49,0,2020
164,164,116818;123057,KOR,M,KIM Minhyeok/KIM Byunghyeon,80,80,49,0,2020
164,164,101222;109946,GER,M,BOLL Timo/WALTHER Ricardo,80,80,49,0,2020
164,164,131156;137380,QAT,M,ABDULWAHHAB Mohammed/AL-MOHANNADI Ahmad Khalil,80,80,49,0,2020
164,164,104379;122044,SWE,M,KARLSSON Kristian/MOREGARD Truls,80,80,49,0,2020
170,170,120157;120162,SLO,M,CVETKO Tilen/HRIBAR Peter,75,75,49,0,2020
170,170,119585;120168,TUR,M,GUNDUZ Ibrahim/YIGENLER Abdullah,75,75,49,0,2020
172,172,115438;120154,POL,M,KULPA Konrad/BADOWSKI Marek,72,72,49,0,2020
172,172,114976;122679,BLR,M,SHAMRUK Gleb/RUKLIATSOU Uladzislau,72,72,49,0,2020
174,174,119092;123305,FRA,M,BERTRAND Irvin/DE NODREST Leo,70,70,49,0,2020
174,174,100079;133736,NGR,M,ABIODUN Bode/MATI Taiwo,70,70,49,0,2020
174,174,105928;120808,BRA,M,MATSUMOTO Cazuo/YOKOTA Gustavo,70,70,49,0,2020
174,174,116724;134971,COD,M,KASSA Gedeon/MBONGIA Christian,70,70,49,0,2020
174,174,101400;118889,RUS,M,BUROV Viacheslav/ISMAILOV Sadi,70,70,49,0,2020
174,174,112361;120947,MIX,M,TAUBER Michael/WISUTMAYTHANGKOON Supanut,70,70,49,0,2020
174,174,113689;114856,FRA,M,ROBINOT Alexandre/LANDRIEU Andrea,70,70,49,0,2020
174,174,108066;116758,MIX,M,RUMGAY Gavin/DANI Mudit,70,70,49,0,2020
174,174,124572;134022,TPE,M,HUANG Yan-Cheng/HUANG Yu-Jen,70,70,49,0,2020
174,174,107445;113243,MIX,M,PISTEJ Lubomir/SIRUCEK Pavel,70,70,49,0,2020
174,174,119021;122585,USA,M,FENG Yijun/ZHANG Kai,70,70,49,0,2020
174,174,117865;120267,MIX,M,PUTUNTICA Andrei/MARTINKO Jiri,70,70,49,0,2020
174,174,118889;120865,RUS,M,ISMAILOV Sadi/IVONIN Denis,70,70,49,0,2020
174,174,121577;122727,TPE,M,LI Hsin-Yang/FENG Yi-Hsin,70,70,49,0,2020
174,174,132462;132918,OMA,M,AL BALUSHI Muhannad/ALRAISI Asad,70,70,49,0,2020
189,189,118920;120285,ITA,M,PINTO Daniele/ROSSI Carlo,65,65,49,0,2020
190,190,112580;121752,JPN,M,MORIZONO Masataka/OSHIMA Yuya,60,60,49,0,2020
190,190,104036;114960,CZE,M,JANCARIK Lubomir/REITSPIES David,60,60,49,0,2020
190,190,106814;113317,BEL,M,DEVOS Robin/NUYTINCK Cedric,60,60,49,0,2020
190,190,105497;107071,RUS,M,LIVENTSOV Alexey/PAIKOV Mikhail,60,60,49,0,2020
190,190,117019;131906,MAD,M,RAKOTOARISOA Setra/RAZAFINDRALAMBO Zo,60,60,49,0,2020
190,190,121514;123971,KOR,M,AN Jaehyun/CHO Daeseong,60,60,49,0,2020
190,190,111960;115212,RSA,M,LINGEVELDT Kurt/MATHOLE Terrence,60,60,49,0,2020
190,190,132838;137434,MAD,M,RASOLOMALALA Rado/RAVONISON Stephen,60,60,49,0,2020
190,190,112261;114999,UZB,M,KENJAEV Zokhid/KHOLIKOV Elmurod,60,60,49,0,2020
190,190,106913;133441,CHI,M,OLIVARES Felipe/BURGOS Nicolas,60,60,49,0,2020
190,190,101480;104359,MIX,M,CANTERO Jesus/KARAKASEVIC Aleksandar,60,60,49,0,2020
190,190,123864;145472,PHI,M,NAYRE Jann Mari/MISAL ^^ John Russel,60,60,49,0,2020
190,190,131822;132955,MRI,M,BABOOLALL Muhammad/PONTOISE Jason,60,60,49,0,2020
190,190,111115;113450,PAR,M,AGUIRRE Marcelo/TORANZOS Alejandro,60,60,49,0,2020
190,190,103107;112735,MIX,M,GIONIS Panagiotis/WANG Yang,60,60,49,0,2020
190,190,117937;120713,ANG,M,ANDRE Elizandro/ANTONIO Alessio,60,60,49,0,2020
190,190,113317;123023,BEL,M,DEVOS Robin/CNUDDE Florian,60,60,49,0,2020
190,190,115449;117890,MIX,M,LEVENKO Andreas/GERASSIMENKO Kirill,60,60,49,0,2020
190,190,108742;112372,RUS,M,SKACHKOV Kirill/GADIEV Vildan,60,60,49,0,2020
190,190,120318;123578,SGP,M,POH Shao Feng Ethan/BEH Kun Ting,60,60,49,0,2020
190,190,114719;118847,ROU,M,SPELBUS Alin/MANOLE Alexandru,60,60,49,0,2020
190,190,104359;114860,MIX,M,KARAKASEVIC Aleksandar/MAJOROS Bence,60,60,49,0,2020
190,190,121042;121693,MIX,M,PLETEA Cristian/SGOUROPOULOS Ioannis,60,60,49,0,2020
190,190,119565;121492,TPE,M,LIAO Cheng-Ting/WANG Tai-Wei,60,60,49,0,2020
190,190,101648;119877,TPE,M,CHEN Chien-An/PENG Wang-Wei,60,60,49,0,2020
190,190,109140;113329,MIX,M,LAKATOS Tamas/SZOCS Hunor,60,60,49,0,2020
190,190,112735;115100,SVK,M,WANG Yang/VALUCH Alexander,60,60,49,0,2020
190,190,124005;131155,PRK,M,AN Ji Song/KIM ^^ Ok Chan,60,60,49,0,2020
190,190,113820;133693,GAB,M,BRINGAUD Andy/NGUEMA MVEY Wilfreed,60,60,49,0,2020
190,190,104514;114202,ALG,M,BOURIAH Larbi/KHEROUF Sami,60,60,49,0,2020
190,190,101514;114356,POR,M,CARVALHO Diogo/CHEN Diogo,60,60,49,0,2020
190,190,112442;121684,ENG,M,JARVIS Tom/PITCHFORD Liam,60,60,49,0,2020
190,190,105197;114936,KOR,M,JANG Woojin/LEE Sangsu,60,60,49,0,2020
190,190,122001;123023,BEL,M,DEVOS Laurens/CNUDDE Florian,60,60,49,0,2020
190,190,114410;116853,SWE,M,RANEFUR Elias/KALLBERG Anton,60,60,49,0,2020
190,190,116742;121763,BRN,M,SANAD Rashed/MURTADHA Husain,60,60,49,0,2020
190,190,100486;111512,MIX,M,ALTO Gaston/GONZALEZ Daniel,60,60,49,0,2020
227,227,112860;117031,IND,M,YADAV Abhishek/SRIRAM Sushmit,57,57,49,0,2020
227,227,120066;133455,GER,M,KLEIN Dennis/MEISSNER Cedric,57,57,49,0,2020
227,227,116723;122940,MIX,M,ABDEL-AZIZ Youssef/TIO Nicholas,57,57,49,0,2020
227,227,114020;120674,FIN,M,OCONNOR Miikka/NAUMI Alex,57,57,49,0,2020
227,227,118846;131128,POL,M,KOTOWSKI Tomasz/GRELA Artur,57,57,49,0,2020
227,227,118671;121684,MIX,M,RASMUSSEN Tobias/JARVIS Tom,57,57,49,0,2020
227,227,114856;123300,FRA,M,LANDRIEU Andrea/ROLLAND Jules,57,57,49,0,2020
227,227,123560;123659,BEL,M,KOSOLOSKY Olav/RASSENFOSSE Adrien,57,57,49,0,2020
227,227,120266;136126,MIX,M,KUCERA Stanislav/ZAVADSKYI Ihor,57,57,49,0,2020
236,236,108574;123682,IND,M,SHETTY Sanil/THAKKAR Manav Vikash,55,55,49,0,2020
236,236,115546;117336,MIX,M,LAM Siu Hang/JIN Takuya,55,55,49,0,2020
236,236,114716;114860,HUN,M,ECSEKI Nandor/MAJOROS Bence,55,55,49,0,2020
236,236,111884;133717,KOR,M,SEO Hyundeok/BAEK Hogyun,55,55,49,0,2020
236,236,115546;135675,MIX,M,LAM Siu Hang/CHEN ^^ Shuainan,55,55,49,0,2020
236,236,113391;124221,KOR,M,CHO Jaejun/JUNG Younghun,55,55,49,0,2020
236,236,107324;123192,SRB,M,PETO Zsolt/LEVAJAC Dimitrije,55,55,49,0,2020
236,236,112445;112446,FRA,M,BROSSIER Benjamin/HACHARD Antoine,55,55,49,0,2020
236,236,145561;145564,INA,M,TULULI Fandy Achmad/FADILAH Fikri Faqih,55,55,49,0,2020
236,236,115548;131983,HKG,M,LI Hon Ming/NG Pak Nam,55,55,49,0,2020
236,236,120284;121869,SVK,M,SPANIK Tibor/ZELINKA Jakub,55,55,49,0,2020
236,236,114614;133347,KOR,M,CHOI Deokhwa/KIM Taehyun,55,55,49,0,2020
248,248,115545;115548,HKG,M,KWAN Man Ho/LI Hon Ming,45,45,49,0,2020
248,248,120937;122327,THA,M,PANAGITGUN Yanapong/PASSARA Pattaratorn,45,45,49,0,2020
248,248,116709;118108,UAE,M,ALBALOOSHI Abdulla/ALBALUSHI Salah,45,45,49,0,2020
248,248,123660;131376,BEL,M,COMELIAU David/DEGROS Nicolas,45,45,49,0,2020
252,252,114123;119566,TPE,M,LEE Chia-Sheng/YANG Heng-Wei,40,40,49,0,2020
252,252,106298;113681,MIX,M,MONTEIRO Thiago/DIAW Ibrahima,40,40,49,0,2020
252,252,112599;119603,TPE,M,YEH Chih-Wei/HUANG Chien-Tu,40,40,49,0,2020
252,252,119944;119951,AUS,M,DHOORIA Rohan/GOULD Benjamin,40,40,49,0,2020
252,252,116758;123023,MIX,M,DANI Mudit/CNUDDE Florian,40,40,49,0,2020
252,252,124509;131642,PAR,M,MORENO Benicio/LEON David,40,40,49,0,2020
252,252,120287;122585,MIX,M,MUTTI Matteo/ZHANG Kai,40,40,49,0,2020
252,252,113433;116424,CHI,M,MOYA Manuel/LAMADRID Juan,40,40,49,0,2020
252,252,103070;121912,IND,M,GHOSH Soumyajit/GHOSH Arjun,40,40,49,0,2020
252,252,123153;123175,NGR,M,HASSAN Nurudeen/SOLANKE Azeez,40,40,49,0,2020
252,252,101480;111959,MIX,M,CANTERO Jesus/ASSAR Khalid,40,40,49,0,2020
252,252,103107;121693,GRE,M,GIONIS Panagiotis/SGOUROPOULOS Ioannis,40,40,49,0,2020
252,252,111683;133441,CHI,M,GOMEZ Gustavo/BURGOS Nicolas,40,40,49,0,2020
252,252,113336;119850,KOR,M,KIM Donghyun/KIM Daewoo,40,40,49,0,2020
252,252,106050;116530,GER,M,MENGEL Steffen/ORT Kilian,40,40,49,0,2020
252,252,114460;119945,AUS,M,HU Heming/DIXON Xavier,40,40,49,0,2020
252,252,103126;116021,MIX,M,GNANASEKARAN Sathiyan/JHA Kanak,40,40,49,0,2020
252,252,117027;131134,NZL,M,SHU Dean/XU Nathan,40,40,49,0,2020
252,252,106298;109581,BRA,M,MONTEIRO Thiago/TSUBOI Gustavo,40,40,49,0,2020
252,252,114936;121514,KOR,M,JANG Woojin/AN Jaehyun,40,40,49,0,2020
252,252,107445;110726,MIX,M,PISTEJ Lubomir/OLAH Benedek,40,40,49,0,2020
252,252,100486;111115,MIX,M,ALTO Gaston/AGUIRRE Marcelo,40,40,49,0,2020
252,252,132201;134237,AUT,M,ZILLER Thomas/RADEL Martin,40,40,49,0,2020
252,252,103903;109140,ROU,M,IONESCU Ovidiu/SZOCS Hunor,40,40,49,0,2020
252,252,112372;120865,RUS,M,GADIEV Vildan/IVONIN Denis,40,40,49,0,2020
252,252,117604;119020,CAN,M,HAZIN Jeremy/CHEN Hongtao,40,40,49,0,2020
252,252,135919;136536,CHN,M,ZENG Beixun/LIANG Guodong,40,40,49,0,2020
252,252,100439;111959,EGY,M,SALEH Ahmed/ASSAR Khalid,40,40,49,0,2020
252,252,115545;131983,HKG,M,KWAN Man Ho/NG Pak Nam,40,40,49,0,2020
252,252,121077;133020,SUI,M,POSCH Lars/TSCHANZ Cedric,40,40,49,0,2020
252,252,111641;117031,IND,M,DESAI Harmeet/SRIRAM Sushmit,40,40,49,0,2020
252,252,113395;131912,SGP,M,CHEW Zhe Yu Clarence/PANG Yew En Koen,40,40,49,0,2020
284,284,120865;124576,RUS,M,IVONIN Denis/SIDORENKO Vladimir,30,30,49,0,2020
284,284,113689;117002,FRA,M,ROBINOT Alexandre/SEYFRIED Joe,30,30,49,0,2020
