Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
60,61,106814;112436,MIX,M,NUYTINCK Cedric/ROBINOT Quentin,220,220,49,0,2019
60,61,107445;112580,MIX,M,PISTEJ Lubomir/MORIZONO Masataka,220,220,49,0,2019
64,65,104115;107324,SRB,M,JEVTOVIC Marko/PETO Zsolt,210,210,49,0,2019
65,30,119794;123980,JPN,M,HARIMOTO Tomokazu/KIZUKURI Yuto,200,445,49,0,2019
65,66,104379;107312,SWE,M,KARLSSON Kristian/PERSSON Jon,200,200,49,0,2019
65,66,112409;112442,MIX,M,GROTH Jonathan/PITCHFORD Liam,200,200,49,0,2019
68,69,105679;118009,MEX,M,MADRID Marcos/VILLA Ricardo,195,195,49,0,2019
69,71,115029;118671,DEN,M,LIND Anders/RASMUSSEN Tobias,190,190,49,0,2019
69,71,120865;124576,RUS,M,IVONIN Denis/SIDORENKO Vladimir,190,190,49,0,2019
71,158,100001;111641,IND,M,ANTHONY Amalraj/DESAI Harmeet,185,70,49,0,2019
72,78,107456;114973,BLR,M,KHANIN Aliaksandr/PLATONOV Pavel,175,165,49,0,2019
73,76,106298;117312,BRA,M,MONTEIRO Thiago/ISHIY Vitor,170,170,49,0,2019
73,219,134316;134442,JPN,M,SONE Kakeru/SHINOZUKA Hiroto,170,50,49,0,2019
75,69,102761;109946,GER,M,FILUS Ruwen/WALTHER Ricardo,165,195,49,0,2019
75,78,102832;112409,MIX,M,FRANZISKA Patrick/GROTH Jonathan,165,165,49,0,2019
75,78,109499;112092,NGR,M,ARUNA Quadri/TORIOLA Segun,165,165,49,0,2019
75,78,101039;133613,PYF,M,BELROSE Alize/CARNET Bydhir,165,165,49,0,2019
75,78,117113;133694,JPN,M,YOSHIMURA Maharu/TOGAMI Shunsuke,165,165,49,0,2019
75,78,117027;120698,NZL,M,DELA PENA Alfred/SHU Dean,165,165,49,0,2019
75,78,113472;117950,CIV,M,ALI Kanate/OBA Oba Kizito,165,165,49,0,2019
75,78,117887;134380,CHN,M,ZHU Linfeng/ZHAO Zihao,165,165,49,0,2019
75,,121592;133893,CHN,M,ZHAO Zhaoyan/XU Haidong,165,,49,0,2019
75,,113681;115866,MIX,M,DIAW Ibrahima/TANVIRIYAVECHAKUL Padasak,165,,49,0,2019
85,57,109140;121042,ROU,M,PLETEA Cristian/SZOCS Hunor,160,240,49,0,2019
85,86,124005;132238,PRK,M,AN Ji Song/RO Hyon Song,160,160,49,0,2019
85,86,114936;116820,KOR,M,JANG Woojin/PARK Ganghyeon,160,160,49,0,2019
85,86,109499;113563,NGR,M,OMOTAYO Olajide/TORIOLA Segun,160,160,49,0,2019
85,156,122095;123300,FRA,M,REMBERT Bastien/ROLLAND Jules,160,75,49,0,2019
90,89,110726;120674,FIN,M,OLAH Benedek/NAUMI Alex,150,150,49,0,2019
91,90,111512;131446,PUR,M,GONZALEZ Daniel/NARANJO Angel,145,145,49,0,2019
92,91,113329;117862,MIX,M,LAKATOS Tamas/GLOD Eric,140,140,49,0,2019
92,91,111641;123682,IND,M,DESAI Harmeet/THAKKAR Manav Vikash,140,140,49,0,2019
92,91,102832;109946,GER,M,FRANZISKA Patrick/WALTHER Ricardo,140,140,49,0,2019
92,91,110730;112580,JPN,M,UEDA Jin/MORIZONO Masataka,140,140,49,0,2019
92,91,114355;116612,FRA,M,FLORE Tristan/AKKUZU Can,140,140,49,0,2019
92,91,104036;113243,CZE,M,JANCARIK Lubomir/SIRUCEK Pavel,140,140,49,0,2019
92,91,104257;114936,KOR,M,JANG Woojin/JEOUNG Youngsik,140,140,49,0,2019
92,110,120224;121042,ROU,M,PLETEA Cristian/SIPOS Rares,140,110,49,0,2019
92,171,109581;117312,BRA,M,TSUBOI Gustavo/ISHIY Vitor,140,60,49,0,2019
101,100,112950;112952,BUL,M,ALEXANDROV Teodor/KODJABASHEV Denislav,135,135,49,0,2019
101,100,113419;117312,BRA,M,ISHIY Vitor/JOUTI Eric,135,135,49,0,2019
101,116,108742;124576,RUS,M,SKACHKOV Kirill/SIDORENKO Vladimir,135,105,49,0,2019
104,103,111115;111730,PAR,M,AGUIRRE Marcelo/GAVILAN Axel,130,130,49,0,2019
105,91,113689;117002,FRA,M,ROBINOT Alexandre/SEYFRIED Joe,120,140,49,0,2019
105,104,114860;118671,MIX,M,MAJOROS Bence/RASMUSSEN Tobias,120,120,49,0,2019
105,104,121492;121582,TPE,M,WANG Tai-Wei/LIN Yun-Ju,120,120,49,0,2019
105,104,121492;122727,TPE,M,WANG Tai-Wei/FENG Yi-Hsin,120,120,49,0,2019
105,104,114123;119566,TPE,M,LEE Chia-Sheng/YANG Heng-Wei,120,120,49,0,2019
105,104,107312;122044,SWE,M,MOREGARD Truls/PERSSON Jon,120,120,49,0,2019
105,104,121031;131671,POL,M,KULCZYCKI Samuel/KUBIK Maciej,120,120,49,0,2019
105,,115545;115546,HKG,M,KWAN Man Ho/LAM Siu Hang,120,,49,0,2019
113,110,117336;120850,JPN,M,JIN Takuya/OIKAWA Mizuki,110,110,49,0,2019
113,110,131155;132881,PRK,M,KIM ^^ Ok Chan/RI ^^ Jong Sik,110,110,49,0,2019
113,110,122724;122727,TPE,M,TAI Ming-Wei/FENG Yi-Hsin,110,110,49,0,2019
113,110,107445;112735,SVK,M,PISTEJ Lubomir/WANG Yang,110,110,49,0,2019
113,110,104314;111641,IND,M,ACHANTA Sharath Kamal/DESAI Harmeet,110,110,49,0,2019
113,210,113329;114716,HUN,M,LAKATOS Tamas/ECSEKI Nandor,110,55,49,0,2019
113,254,113914;120300,AUT,M,CHEN Alexander/SERDAROGLU David,110,30,49,0,2019
120,46,113165;119737,MIX,M,KOU Lei/WEI Shihao ^^,105,265,49,0,2019
120,100,108581;108742,RUS,M,SHIBAEV Alexander/SKACHKOV Kirill,105,135,49,0,2019
120,116,106151;120896,ECU,M,MINO Alberto/RIOFRIO Emiliano,105,105,49,0,2019
120,116,104379;116853,SWE,M,KALLBERG Anton/KARLSSON Kristian,105,105,49,0,2019
120,116,132880;132881,PRK,M,HAM Yu Song/RI ^^ Jong Sik,105,105,49,0,2019
120,116,114718;118671,MIX,M,RASMUSSEN Tobias/WALKER Samuel,105,105,49,0,2019
120,116,121015;123935,FIJ,M,WING Philip/WU Vicky,105,105,49,0,2019
120,116,114936;123971,KOR,M,JANG Woojin/CHO Daeseong,105,105,49,0,2019
120,116,102761;116620,GER,M,FILUS Ruwen/DUDA Benedikt,105,105,49,0,2019
120,116,113893;113894,EGY,M,GHALLAB Aly/MAGDY Shady,105,105,49,0,2019
120,116,102789;110924,MRI,M,ARNACHELLUM Allan/CHAN YOOK FO Brian,105,105,49,0,2019
120,116,101879;107025,RSA,M,COGILL Theo/OVERMEYER Shane,105,105,49,0,2019
120,116,100079;113563,NGR,M,ABIODUN Bode/OMOTAYO Olajide,105,105,49,0,2019
120,116,116262;117604,CAN,M,HAZIN Jeremy/MEDJUGORAC Marko,105,105,49,0,2019
120,116,119463;122585,USA,M,KUMAR Nikhil/ZHANG Kai,105,105,49,0,2019
120,116,105136;112062,FRA,M,GAUZY Simon/LEBESSON Emmanuel,105,105,49,0,2019
120,116,118851;118927,SLO,M,JORGIC Darko/KOZUL Deni,105,105,49,0,2019
120,116,104036;116798,CZE,M,JANCARIK Lubomir/POLANSKY Tomas,105,105,49,0,2019
138,46,102380;112442,ENG,M,DRINKHALL Paul/PITCHFORD Liam,100,265,49,0,2019
138,135,118946;131156,QAT,M,ABDULWAHHAB Mohammed/AL-NAGGAR Abdulrahman,100,100,49,0,2019
138,135,116612;117003,FRA,M,AKKUZU Can/CASSIN Alexandre,100,100,49,0,2019
138,135,110856;110860,COD,M,DINGANGA Chris/NTUMBA NGELEKA Christian,100,100,49,0,2019
138,135,123478;131484,IRI,M,AHMADIAN Amin/HODAEI Amir Hossein,100,100,49,0,2019
138,145,119092;123305,FRA,M,BERTRAND Irvin/DE NODREST Leo,100,85,49,0,2019
144,139,108574;123682,IND,M,SHETTY Sanil/THAKKAR Manav Vikash,95,95,49,0,2019
145,140,100001;123682,IND,M,ANTHONY Amalraj/THAKKAR Manav Vikash,90,90,49,0,2019
145,140,104036;114960,CZE,M,JANCARIK Lubomir/REITSPIES David,90,90,49,0,2019
145,140,107456;108246,BLR,M,PLATONOV Pavel/SAMSONOV Vladimir,90,90,49,0,2019
145,140,123300;123305,FRA,M,DE NODREST Leo/ROLLAND Jules,90,90,49,0,2019
145,140,117862;120074,LUX,M,GLOD Eric/MLADENOVIC Luka,90,90,49,0,2019
145,156,116213;118072,ESP,M,FRANCO Carlos/VILCHEZ Miguel,90,75,49,0,2019
151,145,118886;119800,JPN,M,MATSUYAMA Yuki/TAKAMI Masaki,85,85,49,0,2019
151,145,113931;131671,POL,M,DYJAS Jakub/KUBIK Maciej,85,85,49,0,2019
151,145,113340;136114,JPN,M,TAZOE Kenta/TAZOE Hibiki,85,85,49,0,2019
151,145,120313;120850,JPN,M,SAMBE Kohei/OIKAWA Mizuki,85,85,49,0,2019
151,145,119927;123478,IRI,M,LOTFIJANABADI Miad/AHMADIAN Amin,85,85,49,0,2019
151,145,103202;113931,POL,M,DYJAS Jakub/GORAK Daniel,85,85,49,0,2019
151,,119794;131375,JPN,M,KIZUKURI Yuto/TANAKA Yuta,85,,49,0,2019
158,152,114709;118927,MIX,M,LAMBIET Florent/JORGIC Darko,80,80,49,0,2019
158,152,119588;121558,CHN,M,LIANG Jingkun/WANG Chuqin,80,80,49,0,2019
158,152,112735;116697,SVK,M,WANG Yang/KALUZNY Samuel,80,80,49,0,2019
158,152,116818;123057,KOR,M,KIM Minhyeok/KIM Byunghyeon,80,80,49,0,2019
162,171,120157;120162,SLO,M,CVETKO Tilen/HRIBAR Peter,75,60,49,0,2019
163,158,100079;133736,NGR,M,ABIODUN Bode/MATI Taiwo,70,70,49,0,2019
163,158,105928;120808,BRA,M,MATSUMOTO Cazuo/YOKOTA Gustavo,70,70,49,0,2019
163,158,106151;111115,MIX,M,MINO Alberto/AGUIRRE Marcelo,70,70,49,0,2019
163,158,116724;134971,COD,M,KASSA Gedeon/MBONGIA Christian,70,70,49,0,2019
163,158,101400;118889,RUS,M,BUROV Viacheslav/ISMAILOV Sadi,70,70,49,0,2019
163,158,112361;120947,MIX,M,TAUBER Michael/WISUTMAYTHANGKOON Supanut,70,70,49,0,2019
163,158,113689;114856,FRA,M,ROBINOT Alexandre/LANDRIEU Andrea,70,70,49,0,2019
163,158,108066;116758,MIX,M,RUMGAY Gavin/DANI Mudit,70,70,49,0,2019
163,158,124572;134022,TPE,M,HUANG Yan-Cheng/HUANG Yu-Jen,70,70,49,0,2019
163,158,107445;113243,MIX,M,PISTEJ Lubomir/SIRUCEK Pavel,70,70,49,0,2019
173,76,110888;114410,SWE,M,ARVIDSSON Simon/RANEFUR Elias,60,170,49,0,2019
173,171,106814;113317,BEL,M,DEVOS Robin/NUYTINCK Cedric,60,60,49,0,2019
173,171,105497;107071,RUS,M,LIVENTSOV Alexey/PAIKOV Mikhail,60,60,49,0,2019
173,171,117019;131906,MAD,M,RAKOTOARISOA Setra/RAZAFINDRALAMBO Zo,60,60,49,0,2019
173,171,121514;123971,KOR,M,AN Jaehyun/CHO Daeseong,60,60,49,0,2019
173,171,111960;115212,RSA,M,LINGEVELDT Kurt/MATHOLE Terrence,60,60,49,0,2019
173,171,132838;137434,MAD,M,RASOLOMALALA Rado/RAVONISON Stephen,60,60,49,0,2019
173,171,112261;114999,UZB,M,KENJAEV Zokhid/KHOLIKOV Elmurod,60,60,49,0,2019
173,171,106913;133441,CHI,M,OLIVARES Felipe/BURGOS Nicolas,60,60,49,0,2019
173,171,101480;104359,MIX,M,CANTERO Jesus/KARAKASEVIC Aleksandar,60,60,49,0,2019
173,171,123864;145472,PHI,M,NAYRE Jann Mari/MISAL ^^ John Russel,60,60,49,0,2019
173,171,123690;131983,HKG,M,HO Kwan Kit/NG Pak Nam,60,60,49,0,2019
173,171,131822;132955,MRI,M,BABOOLALL Muhammad/PONTOISE Jason,60,60,49,0,2019
173,171,111115;113450,PAR,M,AGUIRRE Marcelo/TORANZOS Alejandro,60,60,49,0,2019
173,171,121763;132866,BRN,M,MURTADHA Husain/RASHED Rashed,60,60,49,0,2019
173,171,109459;118851,SLO,M,TOKIC Bojan/KOZUL Deni,60,60,49,0,2019
173,171,103107;112735,MIX,M,GIONIS Panagiotis/WANG Yang,60,60,49,0,2019
173,171,117937;120713,ANG,M,ANDRE Elizandro/ANTONIO Alessio,60,60,49,0,2019
173,171,113317;123023,BEL,M,DEVOS Robin/CNUDDE Florian,60,60,49,0,2019
173,171,115449;117890,MIX,M,LEVENKO Andreas/GERASSIMENKO Kirill,60,60,49,0,2019
173,171,108742;112372,RUS,M,SKACHKOV Kirill/GADIEV Vildan,60,60,49,0,2019
173,171,120318;123578,SGP,M,POH Shao Feng Ethan/BEH Kun Ting,60,60,49,0,2019
173,171,114719;118847,ROU,M,SPELBUS Alin/MANOLE Alexandru,60,60,49,0,2019
173,171,104359;114860,MIX,M,KARAKASEVIC Aleksandar/MAJOROS Bence,60,60,49,0,2019
173,171,121042;121693,MIX,M,PLETEA Cristian/SGOUROPOULOS Ioannis,60,60,49,0,2019
173,171,119565;121492,TPE,M,LIAO Cheng-Ting/WANG Tai-Wei,60,60,49,0,2019
173,171,101648;119877,TPE,M,CHEN Chien-An/PENG Wang-Wei,60,60,49,0,2019
173,171,109140;113329,MIX,M,LAKATOS Tamas/SZOCS Hunor,60,60,49,0,2019
173,171,112735;115100,SVK,M,WANG Yang/VALUCH Alexander,60,60,49,0,2019
173,171,124005;131155,PRK,M,AN Ji Song/KIM ^^ Ok Chan,60,60,49,0,2019
173,171,106298;111115,MIX,M,AGUIRRE Marcelo/MONTEIRO Thiago,60,60,49,0,2019
173,171,113820;133693,GAB,M,BRINGAUD Andy/NGUEMA MVEY Wilfreed,60,60,49,0,2019
173,171,104514;114202,ALG,M,BOURIAH Larbi/KHEROUF Sami,60,60,49,0,2019
173,171,101514;114356,POR,M,CARVALHO Diogo/CHEN Diogo,60,60,49,0,2019
173,171,112442;121684,ENG,M,JARVIS Tom/PITCHFORD Liam,60,60,49,0,2019
173,171,105197;114936,KOR,M,JANG Woojin/LEE Sangsu,60,60,49,0,2019
209,210,115546;117336,MIX,M,LAM Siu Hang/JIN Takuya,55,55,49,0,2019
209,210,114716;114860,HUN,M,ECSEKI Nandor/MAJOROS Bence,55,55,49,0,2019
209,210,111884;133717,KOR,M,SEO Hyundeok/BAEK Hogyun,55,55,49,0,2019
209,210,115546;135675,MIX,M,LAM Siu Hang/CHEN ^^ Shuainan,55,55,49,0,2019
209,210,120232;131365,JPN,M,FUJIMURA Tomoya/SADAMATSU Yusuke,55,55,49,0,2019
209,210,113391;124221,KOR,M,CHO Jaejun/JUNG Younghun,55,55,49,0,2019
209,210,107324;123192,SRB,M,PETO Zsolt/LEVAJAC Dimitrije,55,55,49,0,2019
209,210,108574;110669,IND,M,SHETTY Sanil/MONDAL Raj,55,55,49,0,2019
209,331,112445;112446,FRA,M,BROSSIER Benjamin/HACHARD Antoine,55,20,49,0,2019
209,,145561;145564,INA,M,TULULI Fandy Achmad/FADILAH Fikri Faqih,55,,49,0,2019
209,,115548;131983,HKG,M,LI Hon Ming/NG Pak Nam,55,,49,0,2019
220,219,102380;121684,ENG,M,DRINKHALL Paul/JARVIS Tom,50,50,49,0,2019
220,219,106948;112361,ISR,M,BEN ARI Omri/TAUBER Michael,50,50,49,0,2019
222,219,119585;120168,TUR,M,GUNDUZ Ibrahim/YIGENLER Abdullah,45,50,49,0,2019
222,224,115545;115548,HKG,M,KWAN Man Ho/LI Hon Ming,45,45,49,0,2019
222,224,120937;122327,THA,M,PANAGITGUN Yanapong/PASSARA Pattaratorn,45,45,49,0,2019
222,253,123282;123931,RUS,M,GREBNEV Maksim/KATSMAN Lev,45,35,49,0,2019
222,254,116709;118108,UAE,M,ALBALOOSHI Abdulla/ALBALUSHI Salah,45,30,49,0,2019
227,226,106298;113681,MIX,M,MONTEIRO Thiago/DIAW Ibrahima,40,40,49,0,2019
227,226,112599;119603,TPE,M,YEH Chih-Wei/HUANG Chien-Tu,40,40,49,0,2019
227,226,119944;119951,AUS,M,DHOORIA Rohan/GOULD Benjamin,40,40,49,0,2019
227,226,116758;123023,MIX,M,DANI Mudit/CNUDDE Florian,40,40,49,0,2019
227,226,124509;131642,PAR,M,MORENO Benicio/LEON David,40,40,49,0,2019
227,226,120287;122585,MIX,M,MUTTI Matteo/ZHANG Kai,40,40,49,0,2019
227,226,113433;116424,CHI,M,MOYA Manuel/LAMADRID Juan,40,40,49,0,2019
227,226,109002;111216,ITA,M,STOYANOV Niagol/MUTTI Leonardo,40,40,49,0,2019
227,226,103070;121912,IND,M,GHOSH Soumyajit/GHOSH Arjun,40,40,49,0,2019
227,226,132918;134816,OMA,M,ALRAISI Asad/AL-MANDHARI Haitham,40,40,49,0,2019
227,226,123153;123175,NGR,M,HASSAN Nurudeen/SOLANKE Azeez,40,40,49,0,2019
227,226,101480;111959,MIX,M,CANTERO Jesus/ASSAR Khalid,40,40,49,0,2019
227,226,103107;121693,GRE,M,GIONIS Panagiotis/SGOUROPOULOS Ioannis,40,40,49,0,2019
227,226,111683;133441,CHI,M,GOMEZ Gustavo/BURGOS Nicolas,40,40,49,0,2019
227,226,119873;121577,TPE,M,SUN Chia-Hung/LI Hsin-Yang,40,40,49,0,2019
227,226,109581;115641,BRA,M,CALDERANO Hugo/TSUBOI Gustavo,40,40,49,0,2019
227,226,120318;131912,SGP,M,POH Shao Feng Ethan/PANG Yew En Koen,40,40,49,0,2019
227,226,113336;119850,KOR,M,KIM Donghyun/KIM Daewoo,40,40,49,0,2019
227,226,106050;116530,GER,M,MENGEL Steffen/ORT Kilian,40,40,49,0,2019
227,226,105497;108742,RUS,M,LIVENTSOV Alexey/SKACHKOV Kirill,40,40,49,0,2019
227,226,114460;119945,AUS,M,HU Heming/DIXON Xavier,40,40,49,0,2019
227,226,103126;116021,MIX,M,GNANASEKARAN Sathiyan/JHA Kanak,40,40,49,0,2019
227,226,117027;131134,NZL,M,SHU Dean/XU Nathan,40,40,49,0,2019
227,226,106298;109581,BRA,M,MONTEIRO Thiago/TSUBOI Gustavo,40,40,49,0,2019
227,,114936;121514,KOR,M,JANG Woojin/AN Jaehyun,40,,49,0,2019
227,,107445;110726,MIX,M,PISTEJ Lubomir/OLAH Benedek,40,,49,0,2019
227,,100486;111115,MIX,M,ALTO Gaston/AGUIRRE Marcelo,40,,49,0,2019
227,,132201;134237,AUT,M,ZILLER Thomas/RADEL Martin,40,,49,0,2019
227,,103903;109140,ROU,M,IONESCU Ovidiu/SZOCS Hunor,40,,49,0,2019
256,219,118672;131169,GER,M,HIPPLER Tobias/HOHMEIER Nils,30,50,49,0,2019
256,254,101192;111216,ITA,M,BOBOCICA Mihai/MUTTI Leonardo,30,30,49,0,2019
256,254,116723;116831,EGY,M,ABDEL-AZIZ Youssef/HELMY Mahmoud,30,30,49,0,2019
256,254,107144;112504,BAN,M,PARAG Masud Rana/CHOWDHURY Manash,30,30,49,0,2019
256,254,121412;121558,CHN,M,WANG Chuqin/XUE Fei,30,30,49,0,2019
256,254,119092;123300,FRA,M,BERTRAND Irvin/ROLLAND Jules,30,30,49,0,2019
256,254,100119;123072,PHI,M,ADASA Japheth/JACOLO Ryan Rodney,30,30,49,0,2019
256,254,111115;120052,MIX,M,AGUIRRE Marcelo/CABALLERO Carlos,30,30,49,0,2019
256,254,107791;120074,MIX,M,MLADENOVIC Luka/REINHOLDS Arturs,30,30,49,0,2019
256,254,111216;117006,ITA,M,MUTTI Leonardo/PICCOLIN Jordy,30,30,49,0,2019
256,254,111696;113509,VEN,M,CORREA Cecilio/MEDINA Jan,30,30,49,0,2019
256,254,110602;124147,UKR,M,ZHMUDENKO Yaroslav/LIMONOV Anton,30,30,49,0,2019
256,254,112451;115828,MIX,M,CIPIN Filip/WEBER Lionel,30,30,49,0,2019
256,254,113914;122064,AUT,M,CHEN Alexander/KOLODZIEJCZYK Maciej,30,30,49,0,2019
256,254,118802;122800,JOR,M,KHADER Khaled/SALAMEH Mohammad,30,30,49,0,2019
256,254,114717;114860,HUN,M,SZUDI Adam/MAJOROS Bence,30,30,49,0,2019
256,254,112600;122727,TPE,M,FENG Yi-Hsin/HUNG Tzu-Hsiang,30,30,49,0,2019
256,254,122940;132616,USA,M,TIO Nicholas/TIAN ^^ Ye,30,30,49,0,2019
256,254,120300;131150,MIX,M,SERDAROGLU David/KENZHIGULOV Aidos,30,30,49,0,2019
256,254,134290;143592,TKM,M,ALLANAZAROV Guychgeldi/GARYAGDYYEV Emir,30,30,49,0,2019
256,254,131932;136377,MAS,M,CHOONG Javen/WONG Qi Shen,30,30,49,0,2019
256,254,114123;122727,TPE,M,LEE Chia-Sheng/FENG Yi-Hsin,30,30,49,0,2019
256,254,110367;113165,UKR,M,KOU Lei/YEFIMOV Viktor,30,30,49,0,2019
256,254,107445;115019,SVK,M,PISTEJ Lubomir/NOVOTA Samuel,30,30,49,0,2019
256,254,106298;116021,MIX,M,MONTEIRO Thiago/JHA Kanak,30,30,49,0,2019
256,254,100217;115063,SWE,M,AKERSTROM Fabian/BERGLUND Simon,30,30,49,0,2019
256,254,100486;133441,MIX,M,ALTO Gaston/BURGOS Nicolas,30,30,49,0,2019
256,254,104760;116532,CRO,M,KOJIC Frane/PUCAR Tomislav,30,30,49,0,2019
256,254,107570;110367,UKR,M,PRYSHCHEPA Yevhen/YEFIMOV Viktor,30,30,49,0,2019
256,254,116530;131169,GER,M,HIPPLER Tobias/ORT Kilian,30,30,49,0,2019
