Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
1,0,122261;133000,JPN,W,HASHIMOTO Honoka/SATO Hitomi,1130,0,0,12,2017
2,0,105159;115543,HKG,W,DOO Hoi Kem/LEE Ho Ching,1080,0,0,12,2017
3,0,117821;123672,JPN,W,HAYATA Hina/ITO Mima,890,0,0,12,2017
4,0,102265;105482,CHN,W,DING Ning/LIU Shiwen,880,0,0,12,2017
5,0,102472;107525,MIX,W,EKHOLM Matilda/POTA Georgina,870,0,0,12,2017
6,0,112019;117332,CHN,W,CHEN Meng/ZHU Yuling,860,0,0,12,2017
7,0,112368;118994,KOR,W,JEON Jihee/YANG Haeun,850,0,0,12,2017
8,0,110797;114105,TPE,W,CHEN Szu-Yu/CHENG I-Ching,500,0,0,12,2017
9,0,106660;115037,HKG,W,NG Wing Nam/SOO Wai Yam Minnie,460,0,0,12,2017
10,0,102712;111628,SGP,W,FENG Tianwei/YU Mengyu,440,0,0,12,2017
11,0,121403;131163,CHN,W,CHEN Xingtong/SUN Yingsha,440,0,0,12,2017
12,0,107302;111213,HUN,W,MADARASZ Dora/PERGEL Szandra,360,0,0,12,2017
13,0,118786;118787,SGP,W,LIN Ye/ZHOU Yihan ^,325,0,0,12,2017
14,0,106114;110531,RUS,W,DOLGIKH Maria/MIKHAILOVA Polina,325,0,0,12,2017
15,0,100868;105913,MIX,W,BALAZOVA Barbora/MATELOVA Hana,290,0,0,12,2017
16,0,112019;121411,CHN,W,CHEN Meng/WANG Manyu,290,0,0,12,2017
16,0,105164;110797,TPE,W,CHENG I-Ching/LEE I-Chen,290,0,0,12,2017
16,0,111065;111849,GER,W,SHAN Xiaona ^/SOLJA Petrissa,290,0,0,12,2017
19,0,116674;118777,GER,W,MANTZ Chantal/WAN Yuan,260,0,0,12,2017
20,0,110752;117820,JPN,W,HIRANO Miu/ISHIKAWA Kasumi,260,0,0,12,2017
21,0,102079;115920,IND,W,BATRA Manika/DAS Mouma,245,0,0,12,2017
22,0,120560;121881,BLR,W,BOGDANOVA Nadezhda/TRIGOLOS Daria,240,0,0,12,2017
23,0,117822;123672,JPN,W,HAYATA Hina/KATO Miyu,230,0,0,12,2017
24,0,117334;121403,CHN,W,CHEN Xingtong/LI Jiayi,220,0,0,12,2017
24,0,117819;123672,MIX,W,HAMAMOTO ^^ Yui/HAYATA Hina,220,0,0,12,2017
24,0,110752;117821,JPN,W,ISHIKAWA Kasumi/ITO Mima,220,0,0,12,2017
27,0,110227;112221,USA,W,WU Yue/ZHANG Lily,210,0,0,12,2017
28,0,106788;121706,RUS,W,NOSKOVA Yana/TAILAKOVA Mariia,205,0,0,12,2017
29,0,107843;117899,PRK,W,RI Hyon Sim/RI Mi Gyong,200,0,0,12,2017
30,0,111416;114085,MIX,W,GALIC Alex/MORET Rachel,195,0,0,12,2017
31,0,103283;107177,POL,W,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,190,0,0,12,2017
32,0,111772;111882,MIX,W,LI Jie/LI Qian,190,0,0,12,2017
32,0,118168;122704,TPE,W,LIN Chia-Hsuan/LIN Po-Hsuan,190,0,0,12,2017
34,0,111849;118762,GER,W,HAN Ying ^/SHAN Xiaona ^,180,0,0,12,2017
35,0,116160;119749,TPE,W,HUANG Yu-Chiao/WANG Yi-Ju,175,0,0,12,2017
36,0,111177;114706,TPE,W,CHENG Hsien-Tzu/LIN Chia-Chih,170,0,0,12,2017
37,0,107477;110560,MIX,W,POLCANOVA Sofia/ZHANG Mo,170,0,0,12,2017
38,0,121403;121411,CHN,W,CHEN Xingtong/WANG Manyu,160,0,0,12,2017
39,0,115557;131401,KOR,W,CHOI Hyojoo/JUNG Yumi,150,0,0,12,2017
39,0,102427;111072,ESP,W,DVORAK Galia/XIAO Maria,150,0,0,12,2017
41,0,116160;122704,TPE,W,LIN Po-Hsuan/WANG Yi-Ju,150,0,0,12,2017
42,0,102299;112453,CRO,W,DURAK Mirela/JEGER Mateja,145,0,0,12,2017
43,0,111656;113908,EGY,W,HELMY Yousra/MESHREF Dina,140,0,0,12,2017
44,0,109777;111346,CHI,W,MORALES Judith/VEGA Paulina,135,0,0,12,2017
45,0,113363;114897,HUN,W,BALINT Bernadett/NAGYVARADI Mercedes,130,0,0,12,2017
46,0,104599;108470,KOR,W,KIM Kyungah/SUH Hyowon,130,0,0,12,2017
47,0,110752;117819,JPN,W,HAMAMOTO Yui/ISHIKAWA Kasumi,120,0,0,12,2017
48,0,111065;111066,GER,W,SOLJA Petrissa/WINTER Sabine,120,0,0,12,2017
49,0,112280;112926,MIX,W,DE NUTTE Sarah/ZHENG Jiaqi,110,0,0,12,2017
49,0,113420;121623,BRA,W,GUI Lin/TAKAHASHI Bruna,110,0,0,12,2017
49,0,118786;131342,SGP,W,LIN Ye/ZENG Jian ^^,110,0,0,12,2017
52,0,107302;114897,HUN,W,BALINT Bernadett/PERGEL Szandra,110,0,0,12,2017
52,0,115781;132250,PRK,W,CHOE Hyon Hwa (1992)/KIM Song I,110,0,0,12,2017
52,0,111053;116364,ARG,W,CODINA Ana/MOLERO Candela,110,0,0,12,2017
52,0,110753;117822,JPN,W,KATO Miyu/MORIZONO Misaki,110,0,0,12,2017
52,0,117822;124591,JPN,W,KATO Miyu/NAGASAKI Miyu,110,0,0,12,2017
52,0,107477;111213,MIX,W,MADARASZ Dora/POLCANOVA Sofia,110,0,0,12,2017
52,0,108151;117365,IND,W,MUKHERJEE Sutirtha/SAHASRABUDHE Pooja,110,0,0,12,2017
52,0,107477;124110,MIX,W,POLCANOVA Sofia/WANG Yidi,110,0,0,12,2017
52,0,111012;116874,MIX,W,SZOCS Bernadette/ZARIF Audrey,110,0,0,12,2017
61,0,116160;117373,TPE,W,HUANG Yu-Wen/WANG Yi-Ju,105,0,0,12,2017
62,0,119676;122052,KOR,W,JI Eunchae/LEE Eunhye,100,0,0,12,2017
63,0,112356;116921,FRA,W,CHASSELIN Pauline/LOEUILLETTE Stephanie,100,0,0,12,2017
63,0,108226;109010,MIX,W,SAMARA Elizabeta/STRBIKOVA Renata,100,0,0,12,2017
65,0,117463;122428,ROU,W,DIACONU Adina/DRAGOMAN Andreea,95,0,0,12,2017
65,0,123848;132095,JPN,W,SHIBATA Saki/SHIOMI Maki,95,0,0,12,2017
67,0,111833;120972,THA,W,PARANANG Orawan/SAWETTABUT Suthasini,85,0,0,12,2017
68,0,114732;118856,BLR,W,ARLOUSKAYA Alina/NIKITCHANKA Alina,80,0,0,12,2017
68,0,106706;112280,LUX,W,DE NUTTE Sarah/NI Xia Lian,80,0,0,12,2017
70,0,115543;117811,HKG,W,DOO Hoi Kem/MAK Tze Wing,80,0,0,12,2017
70,0,113617;117822,JPN,W,KATO Miyu/MAEDA Miyu,80,0,0,12,2017
72,0,106114;111871,RUS,W,MIKHAILOVA Polina/VOROBEVA Olga,70,0,0,12,2017
73,0,105913;114517,CZE,W,MATELOVA Hana/TOMANOVSKA Katerina,70,0,0,12,2017
74,0,103352;109680,CZE,W,CECHOVA Dana/VACENOVSKA Iveta,70,0,0,12,2017
74,0,119789;121411,CHN,W,CHEN Ke/WANG Manyu,70,0,0,12,2017
74,0,103752;110797,TPE,W,CHENG I-Ching/HUANG Yi-Hua,70,0,0,12,2017
74,0,119530;135309,CHN,W,GU Ruochen/ZHANG Zhao,70,0,0,12,2017
74,0,105469;113161,MIX,W,HU Melek/LIU Jia,70,0,0,12,2017
74,0,111072;113161,MIX,W,HU Melek/XIAO Maria,70,0,0,12,2017
74,0,105111;106088,AUS,W,LAY Jian Fang/MIAO Miao,70,0,0,12,2017
74,0,105344;107477,AUT,W,LI Qiangbing/POLCANOVA Sofia,70,0,0,12,2017
